id,age_group,female,country,daily_sessions,subscribed_30,active_30
45,50-64,TRUE,Australia,0.9,FALSE,FALSE
46,18-34,TRUE,Australia,3.03333333333333,FALSE,TRUE
47,18-34,TRUE,UK,2,FALSE,TRUE
48,18-34,FALSE,USA,1.3,FALSE,FALSE
49,65+,TRUE,USA,0.533333333333333,FALSE,FALSE
50,50-64,TRUE,Canada,1.06666666666667,FALSE,TRUE
51,65+,TRUE,USA,0.933333333333333,FALSE,FALSE
52,35-49,TRUE,USA,1,FALSE,FALSE
53,50-64,TRUE,UK,1.23333333333333,FALSE,TRUE
54,18-34,TRUE,Australia,0.9,FALSE,FALSE
55,50-64,FALSE,USA,0.833333333333333,FALSE,FALSE
56,18-34,FALSE,USA,0.8,FALSE,FALSE
57,35-49,FALSE,UK,2.6,FALSE,TRUE
58,35-49,TRUE,Canada,0.633333333333333,FALSE,FALSE
59,50-64,TRUE,USA,1.36666666666667,FALSE,FALSE
60,35-49,TRUE,USA,1.56666666666667,FALSE,TRUE
61,18-34,FALSE,USA,1.1,FALSE,FALSE
62,18-34,FALSE,USA,2.86666666666667,FALSE,TRUE
63,35-49,FALSE,USA,1.46666666666667,FALSE,TRUE
64,35-49,TRUE,USA,1.5,FALSE,FALSE
65,65+,TRUE,Australia,2,FALSE,TRUE
66,18-34,FALSE,USA,1.33333333333333,FALSE,FALSE
67,50-64,FALSE,USA,1.66666666666667,FALSE,TRUE
68,50-64,TRUE,USA,0.733333333333333,FALSE,FALSE
69,50-64,TRUE,Australia,2.4,FALSE,TRUE
70,65+,TRUE,USA,2.33333333333333,FALSE,FALSE
71,65+,FALSE,Canada,0.433333333333333,FALSE,FALSE
72,50-64,TRUE,Canada,2.4,FALSE,TRUE
73,35-49,FALSE,Canada,2.26666666666667,FALSE,TRUE
74,50-64,TRUE,UK,1.73333333333333,FALSE,TRUE
75,50-64,FALSE,UK,0.166666666666667,FALSE,TRUE
76,50-64,TRUE,Canada,0.666666666666667,FALSE,FALSE
77,35-49,TRUE,USA,0.666666666666667,FALSE,FALSE
78,18-34,TRUE,UK,0.733333333333333,FALSE,FALSE
79,18-34,FALSE,USA,2.93333333333333,FALSE,TRUE
80,18-34,FALSE,Canada,1.56666666666667,FALSE,FALSE
81,18-34,TRUE,USA,1.3,FALSE,FALSE
82,35-49,FALSE,USA,1.36666666666667,FALSE,FALSE
83,18-34,TRUE,Canada,2.76666666666667,FALSE,TRUE
84,50-64,TRUE,UK,1.1,FALSE,FALSE
85,35-49,TRUE,USA,2.93333333333333,FALSE,TRUE
86,50-64,FALSE,USA,0.533333333333333,FALSE,FALSE
87,18-34,TRUE,USA,0.9,FALSE,TRUE
88,35-49,TRUE,USA,1.13333333333333,FALSE,FALSE
89,18-34,FALSE,UK,3.06666666666667,FALSE,TRUE
90,35-49,TRUE,Canada,2.23333333333333,FALSE,TRUE
91,35-49,TRUE,Australia,2.3,FALSE,TRUE
92,18-34,FALSE,UK,1.13333333333333,FALSE,FALSE
93,18-34,TRUE,UK,1.23333333333333,FALSE,FALSE
94,35-49,TRUE,USA,1.36666666666667,FALSE,FALSE
95,35-49,FALSE,UK,1.2,FALSE,FALSE
96,18-34,TRUE,UK,1.36666666666667,FALSE,FALSE
97,35-49,FALSE,USA,1.5,FALSE,FALSE
98,18-34,FALSE,USA,1.4,FALSE,FALSE
99,18-34,TRUE,USA,1.5,FALSE,FALSE
100,35-49,TRUE,USA,2.13333333333333,TRUE,TRUE
101,35-49,FALSE,USA,1.1,FALSE,FALSE
102,18-34,TRUE,UK,1.5,FALSE,FALSE
103,50-64,TRUE,UK,0.9,FALSE,FALSE
104,18-34,TRUE,UK,1.83333333333333,FALSE,TRUE
105,18-34,TRUE,UK,0.733333333333333,FALSE,FALSE
106,18-34,TRUE,Australia,2.5,FALSE,TRUE
107,65+,FALSE,USA,0.466666666666667,FALSE,FALSE
108,50-64,TRUE,USA,0.666666666666667,FALSE,FALSE
109,35-49,FALSE,USA,2.7,FALSE,TRUE
110,18-34,TRUE,USA,0.733333333333333,FALSE,FALSE
111,50-64,FALSE,UK,0.3,FALSE,FALSE
112,35-49,FALSE,USA,0.866666666666667,FALSE,FALSE
113,35-49,FALSE,USA,2.23333333333333,FALSE,TRUE
114,35-49,TRUE,Australia,1.96666666666667,FALSE,TRUE
115,18-34,TRUE,USA,0.866666666666667,FALSE,TRUE
116,65+,TRUE,USA,0.0666666666666667,FALSE,FALSE
117,50-64,FALSE,Canada,0.7,FALSE,FALSE
118,18-34,FALSE,USA,2.96666666666667,FALSE,TRUE
119,18-34,TRUE,USA,2.53333333333333,FALSE,TRUE
120,18-34,FALSE,UK,0.633333333333333,FALSE,FALSE
121,50-64,TRUE,USA,2.13333333333333,FALSE,TRUE
122,65+,TRUE,UK,0.0333333333333333,FALSE,TRUE
123,50-64,TRUE,UK,2.7,FALSE,TRUE
124,65+,TRUE,USA,0.466666666666667,FALSE,FALSE
125,18-34,FALSE,UK,2.53333333333333,FALSE,TRUE
126,18-34,TRUE,UK,3.06666666666667,FALSE,FALSE
127,18-34,FALSE,Canada,0.8,FALSE,FALSE
128,35-49,FALSE,Australia,2.63333333333333,FALSE,TRUE
129,50-64,FALSE,Australia,2.33333333333333,FALSE,TRUE
130,65+,FALSE,UK,0.533333333333333,FALSE,FALSE
131,18-34,FALSE,Australia,2.5,FALSE,TRUE
132,18-34,TRUE,UK,2.83333333333333,FALSE,TRUE
133,35-49,TRUE,Australia,1.53333333333333,FALSE,FALSE
134,50-64,TRUE,UK,0.233333333333333,FALSE,FALSE
135,18-34,FALSE,UK,1.06666666666667,FALSE,FALSE
136,50-64,FALSE,USA,0.9,FALSE,FALSE
137,65+,TRUE,UK,2,FALSE,TRUE
138,35-49,TRUE,USA,1.16666666666667,FALSE,FALSE
139,18-34,TRUE,USA,1.66666666666667,FALSE,FALSE
140,18-34,TRUE,UK,2.7,FALSE,TRUE
141,18-34,TRUE,UK,0.9,FALSE,FALSE
142,18-34,TRUE,USA,1.53333333333333,FALSE,FALSE
143,18-34,TRUE,USA,1.2,FALSE,FALSE
144,18-34,FALSE,UK,3,FALSE,FALSE
145,35-49,FALSE,USA,1.4,FALSE,FALSE
146,35-49,TRUE,USA,1.1,FALSE,FALSE
147,35-49,FALSE,USA,1.3,FALSE,TRUE
148,18-34,TRUE,UK,1.03333333333333,FALSE,TRUE
149,35-49,FALSE,UK,2.56666666666667,FALSE,TRUE
150,50-64,FALSE,Australia,0.5,FALSE,FALSE
151,18-34,TRUE,Canada,3.1,FALSE,FALSE
152,18-34,FALSE,UK,2.5,FALSE,TRUE
153,50-64,TRUE,Canada,2.2,FALSE,TRUE
154,18-34,FALSE,USA,2.7,FALSE,TRUE
155,50-64,FALSE,USA,0.8,FALSE,FALSE
156,35-49,TRUE,USA,1.43333333333333,FALSE,TRUE
157,18-34,FALSE,Australia,3.06666666666667,FALSE,TRUE
158,50-64,FALSE,UK,2.2,FALSE,FALSE
159,18-34,FALSE,USA,2.86666666666667,FALSE,TRUE
160,18-34,TRUE,USA,2.76666666666667,FALSE,FALSE
161,35-49,FALSE,Canada,0.966666666666667,FALSE,FALSE
162,35-49,TRUE,UK,1.76666666666667,FALSE,FALSE
163,18-34,TRUE,USA,1.03333333333333,FALSE,FALSE
164,35-49,TRUE,UK,0.7,FALSE,FALSE
165,35-49,TRUE,USA,1.26666666666667,FALSE,FALSE
166,35-49,TRUE,USA,0.9,FALSE,FALSE
167,50-64,FALSE,UK,2.53333333333333,FALSE,TRUE
168,50-64,FALSE,UK,0.1,FALSE,FALSE
169,35-49,TRUE,UK,0.833333333333333,FALSE,FALSE
170,35-49,FALSE,USA,1.16666666666667,FALSE,FALSE
171,18-34,FALSE,UK,2.23333333333333,FALSE,TRUE
172,50-64,TRUE,USA,1.36666666666667,FALSE,TRUE
173,35-49,FALSE,USA,0.733333333333333,FALSE,FALSE
174,18-34,FALSE,USA,0.966666666666667,FALSE,FALSE
175,35-49,TRUE,USA,1.33333333333333,FALSE,FALSE
176,50-64,FALSE,USA,0.266666666666667,FALSE,FALSE
177,35-49,TRUE,Australia,1.03333333333333,FALSE,FALSE
178,50-64,TRUE,UK,0.833333333333333,FALSE,FALSE
179,50-64,TRUE,UK,2.43333333333333,FALSE,TRUE
180,35-49,FALSE,USA,0.5,FALSE,FALSE
181,18-34,FALSE,UK,0.966666666666667,FALSE,FALSE
182,50-64,TRUE,USA,0.6,FALSE,FALSE
183,18-34,TRUE,USA,1.03333333333333,FALSE,FALSE
184,65+,TRUE,USA,0.666666666666667,FALSE,FALSE
185,18-34,FALSE,USA,1.23333333333333,FALSE,FALSE
186,35-49,FALSE,UK,0.833333333333333,FALSE,FALSE
187,50-64,TRUE,UK,0.466666666666667,FALSE,FALSE
188,50-64,FALSE,USA,2.03333333333333,FALSE,TRUE
189,65+,TRUE,Australia,0.466666666666667,FALSE,FALSE
190,50-64,FALSE,USA,2.43333333333333,FALSE,FALSE
191,35-49,FALSE,USA,2.63333333333333,FALSE,TRUE
192,50-64,TRUE,Australia,0.266666666666667,FALSE,TRUE
193,35-49,FALSE,USA,0.433333333333333,FALSE,FALSE
194,50-64,TRUE,Australia,0.966666666666667,FALSE,FALSE
195,18-34,FALSE,USA,1.06666666666667,FALSE,TRUE
196,18-34,TRUE,USA,3.16666666666667,FALSE,FALSE
197,35-49,TRUE,USA,2.66666666666667,FALSE,TRUE
198,18-34,TRUE,Canada,2.76666666666667,FALSE,TRUE
199,35-49,FALSE,Canada,3,TRUE,TRUE
200,18-34,TRUE,USA,2.73333333333333,TRUE,TRUE
201,35-49,FALSE,UK,2.5,FALSE,FALSE
202,18-34,TRUE,USA,2.9,FALSE,FALSE
203,18-34,TRUE,USA,2.7,FALSE,TRUE
204,35-49,TRUE,Canada,2.6,FALSE,FALSE
205,50-64,TRUE,USA,0.966666666666667,FALSE,FALSE
206,50-64,TRUE,USA,0.433333333333333,FALSE,TRUE
207,18-34,TRUE,UK,0.833333333333333,FALSE,FALSE
208,18-34,TRUE,USA,2.8,FALSE,TRUE
209,35-49,TRUE,USA,0.9,FALSE,FALSE
210,50-64,TRUE,USA,0.966666666666667,FALSE,FALSE
211,18-34,TRUE,USA,3.03333333333333,FALSE,TRUE
212,35-49,TRUE,UK,0.333333333333333,FALSE,FALSE
213,50-64,FALSE,UK,2.23333333333333,FALSE,TRUE
214,35-49,FALSE,USA,2.46666666666667,FALSE,FALSE
215,65+,TRUE,Canada,1.66666666666667,FALSE,FALSE
216,35-49,TRUE,UK,1.23333333333333,FALSE,FALSE
217,18-34,FALSE,USA,2.36666666666667,FALSE,TRUE
218,18-34,TRUE,USA,1.56666666666667,FALSE,FALSE
219,18-34,TRUE,UK,2.76666666666667,FALSE,TRUE
220,50-64,TRUE,Australia,1.93333333333333,FALSE,FALSE
221,18-34,TRUE,UK,1.23333333333333,FALSE,FALSE
222,18-34,TRUE,USA,1.03333333333333,FALSE,TRUE
223,50-64,TRUE,Australia,1,TRUE,FALSE
224,35-49,TRUE,USA,0.7,FALSE,FALSE
225,50-64,FALSE,USA,2.86666666666667,TRUE,TRUE
226,50-64,TRUE,UK,0.266666666666667,FALSE,TRUE
227,18-34,TRUE,USA,0.866666666666667,FALSE,FALSE
228,18-34,TRUE,USA,2.56666666666667,FALSE,FALSE
229,50-64,FALSE,Canada,2,FALSE,TRUE
230,18-34,FALSE,UK,2.26666666666667,FALSE,TRUE
231,18-34,TRUE,USA,1.4,FALSE,FALSE
232,35-49,FALSE,Australia,2.56666666666667,FALSE,TRUE
233,50-64,FALSE,USA,1.8,FALSE,FALSE
234,35-49,FALSE,UK,0.366666666666667,FALSE,FALSE
235,35-49,TRUE,USA,2.33333333333333,FALSE,FALSE
236,35-49,FALSE,USA,0.733333333333333,FALSE,FALSE
237,65+,TRUE,USA,0.733333333333333,FALSE,FALSE
238,50-64,TRUE,UK,0.366666666666667,FALSE,FALSE
239,65+,TRUE,USA,0.0333333333333333,FALSE,FALSE
240,50-64,TRUE,USA,1.36666666666667,FALSE,TRUE
241,35-49,TRUE,UK,2.56666666666667,TRUE,TRUE
242,18-34,FALSE,Canada,2.63333333333333,FALSE,TRUE
243,18-34,FALSE,USA,1.43333333333333,FALSE,FALSE
244,50-64,TRUE,USA,0.933333333333333,FALSE,FALSE
245,35-49,TRUE,USA,0.733333333333333,FALSE,FALSE
246,18-34,TRUE,UK,2.36666666666667,FALSE,TRUE
247,50-64,TRUE,USA,0.6,FALSE,FALSE
248,50-64,TRUE,Canada,1,FALSE,FALSE
249,35-49,FALSE,Australia,0.7,FALSE,FALSE
250,18-34,TRUE,UK,1.13333333333333,FALSE,FALSE
251,18-34,TRUE,USA,0.6,FALSE,TRUE
252,18-34,FALSE,USA,1,FALSE,FALSE
253,35-49,TRUE,USA,1.03333333333333,FALSE,FALSE
254,18-34,TRUE,USA,3.23333333333333,FALSE,TRUE
255,65+,TRUE,USA,0.833333333333333,FALSE,FALSE
256,35-49,TRUE,USA,1,FALSE,TRUE
257,18-34,TRUE,Canada,1.2,FALSE,FALSE
258,65+,FALSE,Australia,0.466666666666667,FALSE,FALSE
259,18-34,FALSE,USA,1.53333333333333,FALSE,FALSE
260,18-34,TRUE,Australia,2.43333333333333,FALSE,TRUE
261,18-34,FALSE,USA,1.23333333333333,FALSE,FALSE
262,18-34,TRUE,USA,1.36666666666667,FALSE,FALSE
263,35-49,FALSE,Australia,0.766666666666667,FALSE,FALSE
264,18-34,TRUE,USA,1.16666666666667,FALSE,FALSE
265,65+,FALSE,Canada,0.366666666666667,FALSE,FALSE
266,35-49,TRUE,Canada,2.33333333333333,FALSE,TRUE
267,18-34,FALSE,USA,1.1,FALSE,FALSE
268,65+,FALSE,USA,0.366666666666667,FALSE,FALSE
269,18-34,TRUE,UK,0.833333333333333,FALSE,FALSE
270,18-34,TRUE,UK,2.56666666666667,FALSE,TRUE
271,35-49,TRUE,USA,2.2,FALSE,TRUE
272,35-49,FALSE,Australia,1.66666666666667,FALSE,FALSE
273,18-34,TRUE,Canada,1.33333333333333,FALSE,FALSE
274,50-64,FALSE,USA,2.53333333333333,TRUE,FALSE
275,18-34,TRUE,USA,2.56666666666667,FALSE,TRUE
276,35-49,TRUE,USA,1.03333333333333,FALSE,TRUE
277,18-34,FALSE,USA,2.7,FALSE,TRUE
278,50-64,FALSE,UK,1,TRUE,FALSE
279,18-34,TRUE,USA,1.4,FALSE,FALSE
280,50-64,TRUE,UK,0.8,FALSE,FALSE
281,35-49,TRUE,USA,0.6,FALSE,FALSE
282,50-64,FALSE,USA,0.7,FALSE,FALSE
283,18-34,TRUE,USA,2.33333333333333,FALSE,FALSE
284,18-34,FALSE,USA,1.16666666666667,FALSE,TRUE
285,18-34,TRUE,USA,2.46666666666667,FALSE,FALSE
286,50-64,TRUE,USA,0.933333333333333,FALSE,FALSE
287,35-49,FALSE,USA,0.833333333333333,FALSE,FALSE
288,35-49,TRUE,Australia,2.5,FALSE,FALSE
289,35-49,TRUE,Canada,0.9,FALSE,FALSE
290,18-34,TRUE,USA,1.33333333333333,FALSE,FALSE
291,65+,FALSE,Canada,2.26666666666667,TRUE,TRUE
292,18-34,FALSE,USA,1.16666666666667,FALSE,FALSE
293,18-34,TRUE,Canada,0.666666666666667,FALSE,FALSE
294,50-64,FALSE,USA,2.36666666666667,FALSE,FALSE
295,18-34,TRUE,USA,2.7,TRUE,TRUE
296,18-34,TRUE,UK,0.933333333333333,FALSE,FALSE
297,65+,TRUE,USA,0.833333333333333,FALSE,TRUE
298,18-34,TRUE,UK,1.26666666666667,FALSE,TRUE
299,50-64,TRUE,USA,2.06666666666667,FALSE,TRUE
300,18-34,FALSE,USA,1.26666666666667,FALSE,FALSE
301,18-34,TRUE,Australia,0.533333333333333,FALSE,FALSE
302,65+,TRUE,USA,2.1,FALSE,FALSE
303,50-64,TRUE,UK,0.833333333333333,FALSE,FALSE
304,35-49,TRUE,UK,1.03333333333333,FALSE,FALSE
305,18-34,TRUE,USA,1.63333333333333,FALSE,FALSE
306,18-34,TRUE,USA,2.56666666666667,FALSE,TRUE
307,35-49,TRUE,Canada,0.966666666666667,FALSE,FALSE
308,18-34,FALSE,UK,2.7,FALSE,FALSE
309,18-34,TRUE,Canada,2.96666666666667,FALSE,TRUE
310,18-34,TRUE,Australia,1.33333333333333,FALSE,FALSE
311,18-34,TRUE,USA,1.5,FALSE,FALSE
312,65+,TRUE,USA,1.66666666666667,FALSE,TRUE
313,35-49,TRUE,USA,2.83333333333333,FALSE,FALSE
314,18-34,FALSE,Canada,1.46666666666667,FALSE,TRUE
315,65+,FALSE,Australia,0.266666666666667,FALSE,FALSE
316,50-64,TRUE,Australia,0.833333333333333,FALSE,FALSE
317,18-34,FALSE,USA,1.66666666666667,FALSE,TRUE
318,35-49,TRUE,UK,1.2,FALSE,FALSE
319,65+,FALSE,USA,2.2,FALSE,TRUE
320,50-64,TRUE,USA,2.26666666666667,FALSE,FALSE
321,35-49,FALSE,USA,1.3,TRUE,FALSE
322,18-34,TRUE,USA,1.2,FALSE,FALSE
323,35-49,FALSE,USA,2.9,FALSE,TRUE
324,50-64,TRUE,USA,2.7,FALSE,TRUE
325,50-64,TRUE,Australia,0.8,FALSE,FALSE
326,18-34,TRUE,UK,2.66666666666667,FALSE,FALSE
327,18-34,TRUE,Australia,2.63333333333333,FALSE,TRUE
328,18-34,FALSE,USA,2.83333333333333,FALSE,TRUE
329,18-34,TRUE,USA,1.53333333333333,FALSE,FALSE
330,18-34,TRUE,USA,1.9,FALSE,TRUE
331,35-49,TRUE,USA,1.26666666666667,FALSE,FALSE
332,35-49,TRUE,USA,0.966666666666667,FALSE,FALSE
333,18-34,TRUE,Australia,1.3,FALSE,FALSE
334,18-34,FALSE,Australia,2.6,FALSE,TRUE
335,50-64,FALSE,Canada,2.03333333333333,FALSE,TRUE
336,35-49,FALSE,USA,1.06666666666667,FALSE,FALSE
337,18-34,FALSE,USA,1.26666666666667,FALSE,FALSE
338,50-64,TRUE,UK,0.733333333333333,FALSE,FALSE
339,35-49,FALSE,USA,0.7,FALSE,FALSE
340,50-64,TRUE,UK,0.8,FALSE,FALSE
341,18-34,TRUE,Canada,1.33333333333333,FALSE,FALSE
342,50-64,FALSE,USA,0.7,FALSE,FALSE
343,35-49,FALSE,USA,0.866666666666667,FALSE,FALSE
344,18-34,FALSE,USA,3.23333333333333,FALSE,FALSE
345,50-64,TRUE,UK,0.4,FALSE,FALSE
346,35-49,TRUE,Australia,2.63333333333333,FALSE,TRUE
347,18-34,FALSE,USA,2.66666666666667,FALSE,TRUE
348,18-34,TRUE,Canada,0.633333333333333,FALSE,FALSE
349,18-34,TRUE,Canada,2.6,FALSE,TRUE
350,18-34,FALSE,UK,2.43333333333333,FALSE,FALSE
351,65+,FALSE,USA,1.96666666666667,FALSE,TRUE
352,35-49,FALSE,Australia,1.03333333333333,FALSE,FALSE
353,35-49,TRUE,Canada,0.833333333333333,FALSE,FALSE
354,35-49,FALSE,Canada,2.83333333333333,FALSE,TRUE
355,35-49,TRUE,Canada,2.46666666666667,FALSE,TRUE
356,50-64,TRUE,USA,1.9,FALSE,FALSE
357,50-64,TRUE,Australia,1.03333333333333,FALSE,TRUE
358,18-34,TRUE,USA,1.06666666666667,FALSE,FALSE
359,35-49,TRUE,USA,0.366666666666667,FALSE,FALSE
360,18-34,TRUE,Canada,1.06666666666667,FALSE,FALSE
361,65+,FALSE,Canada,0.4,FALSE,FALSE
362,18-34,FALSE,Australia,0.966666666666667,FALSE,FALSE
363,50-64,FALSE,USA,0.1,FALSE,FALSE
364,35-49,FALSE,USA,1.36666666666667,FALSE,TRUE
365,65+,FALSE,Canada,2,FALSE,FALSE
366,18-34,FALSE,UK,1.06666666666667,FALSE,TRUE
367,18-34,TRUE,USA,1.26666666666667,FALSE,FALSE
368,50-64,TRUE,UK,2.03333333333333,FALSE,TRUE
369,35-49,TRUE,UK,0.7,FALSE,FALSE
370,18-34,FALSE,Australia,2.86666666666667,FALSE,FALSE
371,50-64,TRUE,Canada,0.4,FALSE,TRUE
372,18-34,TRUE,USA,1.1,FALSE,FALSE
373,50-64,FALSE,Canada,0.466666666666667,FALSE,FALSE
374,50-64,FALSE,Canada,0.533333333333333,FALSE,FALSE
375,35-49,FALSE,USA,0.9,FALSE,FALSE
376,18-34,TRUE,Australia,1.43333333333333,FALSE,FALSE
377,18-34,FALSE,USA,2.43333333333333,FALSE,TRUE
378,50-64,TRUE,USA,0.6,FALSE,FALSE
379,18-34,TRUE,Australia,0.8,FALSE,FALSE
380,35-49,TRUE,USA,0.566666666666667,FALSE,FALSE
381,18-34,FALSE,USA,1.5,FALSE,FALSE
382,50-64,TRUE,USA,0.3,FALSE,FALSE
383,65+,FALSE,UK,0.0333333333333333,FALSE,FALSE
384,50-64,TRUE,Australia,2.46666666666667,FALSE,FALSE
385,18-34,FALSE,USA,0.733333333333333,FALSE,FALSE
386,35-49,TRUE,USA,3.13333333333333,FALSE,TRUE
387,18-34,TRUE,USA,1.23333333333333,FALSE,FALSE
388,50-64,FALSE,Australia,0.5,FALSE,FALSE
389,35-49,FALSE,Canada,1.13333333333333,FALSE,FALSE
390,18-34,TRUE,UK,2.73333333333333,FALSE,TRUE
391,18-34,FALSE,USA,1.03333333333333,FALSE,FALSE
392,50-64,FALSE,USA,2.7,FALSE,TRUE
393,35-49,TRUE,UK,0.633333333333333,FALSE,FALSE
394,18-34,TRUE,UK,0.933333333333333,FALSE,FALSE
395,18-34,FALSE,Australia,1.13333333333333,FALSE,FALSE
396,65+,FALSE,UK,0.0333333333333333,FALSE,FALSE
397,18-34,TRUE,USA,1.13333333333333,FALSE,FALSE
398,50-64,TRUE,USA,0.0333333333333333,FALSE,TRUE
399,18-34,FALSE,UK,1.33333333333333,FALSE,FALSE
400,18-34,TRUE,UK,1.03333333333333,FALSE,FALSE
401,35-49,TRUE,USA,0.966666666666667,FALSE,FALSE
402,50-64,TRUE,USA,0.5,FALSE,FALSE
403,35-49,FALSE,Canada,2.53333333333333,FALSE,TRUE
404,35-49,TRUE,UK,0.766666666666667,FALSE,FALSE
405,50-64,TRUE,USA,2.4,FALSE,FALSE
406,50-64,TRUE,USA,0.933333333333333,TRUE,FALSE
407,18-34,FALSE,USA,1.13333333333333,FALSE,FALSE
408,50-64,TRUE,USA,0.933333333333333,FALSE,FALSE
409,35-49,TRUE,USA,1.03333333333333,FALSE,FALSE
410,35-49,TRUE,Canada,0.7,TRUE,FALSE
411,35-49,TRUE,Canada,0.933333333333333,FALSE,FALSE
412,18-34,TRUE,USA,2.9,FALSE,TRUE
413,50-64,FALSE,UK,2.13333333333333,FALSE,TRUE
414,35-49,FALSE,USA,1.4,FALSE,FALSE
415,18-34,FALSE,USA,1,FALSE,FALSE
416,35-49,TRUE,USA,2.26666666666667,FALSE,TRUE
417,18-34,FALSE,USA,1.4,FALSE,FALSE
418,35-49,TRUE,UK,1.5,TRUE,FALSE
419,35-49,TRUE,USA,1.43333333333333,FALSE,FALSE
420,35-49,TRUE,USA,0.866666666666667,FALSE,FALSE
421,35-49,TRUE,USA,1.06666666666667,FALSE,FALSE
422,18-34,TRUE,USA,2.9,FALSE,TRUE
423,50-64,TRUE,USA,0.566666666666667,FALSE,FALSE
424,50-64,TRUE,Canada,2.13333333333333,FALSE,TRUE
425,18-34,TRUE,UK,0.9,FALSE,FALSE
426,18-34,FALSE,USA,1.3,FALSE,FALSE
427,50-64,FALSE,USA,2.5,FALSE,TRUE
428,35-49,FALSE,Canada,2.53333333333333,FALSE,TRUE
429,18-34,TRUE,UK,1.46666666666667,FALSE,FALSE
430,50-64,TRUE,USA,2.16666666666667,FALSE,TRUE
431,35-49,TRUE,Canada,2.96666666666667,FALSE,TRUE
432,35-49,FALSE,Australia,1.5,FALSE,TRUE
433,18-34,TRUE,UK,2.7,FALSE,TRUE
434,18-34,TRUE,UK,2.9,FALSE,TRUE
435,50-64,TRUE,USA,2.33333333333333,FALSE,TRUE
436,18-34,FALSE,USA,2.5,FALSE,TRUE
437,35-49,FALSE,USA,3,FALSE,TRUE
438,35-49,TRUE,USA,1.03333333333333,FALSE,FALSE
439,18-34,TRUE,Canada,2.56666666666667,FALSE,TRUE
440,35-49,TRUE,UK,0.766666666666667,FALSE,TRUE
441,50-64,FALSE,Canada,0.4,TRUE,FALSE
442,18-34,FALSE,UK,1.13333333333333,FALSE,FALSE
443,18-34,TRUE,Australia,2.83333333333333,TRUE,TRUE
444,35-49,TRUE,UK,0.866666666666667,FALSE,TRUE
445,18-34,TRUE,Canada,1.3,FALSE,FALSE
446,35-49,TRUE,USA,2.6,FALSE,TRUE
447,35-49,FALSE,USA,0.2,FALSE,FALSE
448,18-34,FALSE,UK,0.733333333333333,FALSE,FALSE
449,18-34,TRUE,USA,2.63333333333333,FALSE,TRUE
450,18-34,FALSE,USA,0.666666666666667,FALSE,FALSE
451,18-34,TRUE,UK,1.43333333333333,FALSE,FALSE
452,18-34,TRUE,USA,0.566666666666667,FALSE,FALSE
